source_identifier,model,remote_files,parents,has_work_type,local_identifier,ark,acquisition_identifier,oclc,issn,isbn,title,alternative_title,abstract,table_of_contents,photographer,date_created,date_issued,date_other,date_created_d,date_issued_d,date_other_d,publisher,utk_publisher,publication_place,utk_place_of_publication,note,extent,instrumentation,first_line,intended_audience,rights_statement,spatial,spatial_local,coordinates,temporal,call_number,bibliographic_citation,provider,intermediate_provider,repository,archival_collection,subject,keyword,form,resource_type,form_local,language,sheetmusic_hostitem,is_part_of,utk_photographer,contributor,utk_contributor,creator,utk_creator
knoxgardens:157,Image,,collections:knoxgardens,https://ontology.lib.utk.edu/works#ImageWork,0012_000463_000260 | Film  35 | Slide 47 | knoxgardens:157 | record_spc_4532,,,,,,View of Lida (McClung) Ross's home and garden,Mrs. W. C. Ross,Glass slide aerial photo of house and gardens.,,http://id.loc.gov/authorities/names/no2018075078,1927-1935,,,1930/1939,,,,,,,Mrs. A. C. Bruner donated this collection to the University of Tennessee. Creation dates were inferred from the dates associated with the archival collection and the activity dates of the Jim Thompson Company.,3 1/4 x 5 inches,,,,http://rightsstatements.org/vocab/InC/1.0/,,Knoxville (Tenn.),"35.96064, -83.92074",,,,"University of Tennessee, Knoxville. Libraries",,"University of Tennessee, Knoxville. Special Collections","Knoxville Gardens Slides, MS.1324",http://id.loc.gov/authorities/subjects/sh85101348 | http://id.loc.gov/authorities/subjects/sh85053123 | http://id.loc.gov/authorities/subjects/sh85103022,,http://vocab.getty.edu/aat/300134977,http://id.loc.gov/vocabulary/resourceTypes/img,,,,https://n2t.net/ark:/87290/v88w3bgf,,,,,
knoxgardens:161,Image,,collections:knoxgardens,https://ontology.lib.utk.edu/works#ImageWork,0012_000463_000266 | Film  6 | Slide 53 | knoxgardens:161 | record_spc_4536,,,,,,View of Lida (McClung) Ross's garden,July and Aug (Ross),Glass slide photo of garden patio.,,,1930-1939,,,1930/1939,,,,,,,Mrs. A. C. Bruner donated this collection to the University of Tennessee. Creation dates were inferred from the dates associated with the archival collection and the activity dates of the Jim Thompson Company.,3 1/4 x 5 inches,,,,http://rightsstatements.org/vocab/CNE/1.0/,,Knoxville (Tenn.),"35.96064, -83.92074",,,,"University of Tennessee, Knoxville. Libraries",,"University of Tennessee, Knoxville. Special Collections","Knoxville Gardens Slides, MS.1324",http://id.loc.gov/authorities/subjects/sh85101348 | http://id.loc.gov/authorities/subjects/sh85053123 | http://id.loc.gov/authorities/subjects/sh85103022 | http://id.loc.gov/authorities/subjects/sh85098714,,http://vocab.getty.edu/aat/300134977,http://id.loc.gov/vocabulary/resourceTypes/img,,,,https://n2t.net/ark:/87290/v88w3bgf,Unknown,,,,
knoxgardens:135,Image,,collections:knoxgardens,https://ontology.lib.utk.edu/works#ImageWork,0012_000463_000235 | Film  26 | Slide 22 | knoxgardens:135 | record_spc_4510,,,,,,Mrs. Morton's Dogwood trees,Mrs. B. A. Morton,Glass slide photo of Dogwood trees.,,http://id.loc.gov/authorities/names/no2018075078,1927-1935,,,1930/1939,,,,,,,Mrs. A. C. Bruner donated this collection to the University of Tennessee. Creation dates were inferred from the dates associated with the archival collection and the activity dates of the Jim Thompson Company.,3 1/4 x 5 inches,,,,http://rightsstatements.org/vocab/InC/1.0/,,Knoxville (Tenn.),"35.96064, -83.92074",,,,"University of Tennessee, Knoxville. Libraries",,"University of Tennessee, Knoxville. Special Collections","Knoxville Gardens Slides, MS.1324",http://id.loc.gov/authorities/subjects/sh85101348 | http://id.loc.gov/authorities/subjects/sh85053123 | http://id.loc.gov/authorities/subjects/sh85103022 | http://id.loc.gov/authorities/subjects/sh85038828 | http://id.loc.gov/authorities/subjects/sh85145559,,http://vocab.getty.edu/aat/300134977,http://id.loc.gov/vocabulary/resourceTypes/img,,,,https://n2t.net/ark:/87290/v88w3bgf,,,,,
knoxgardens:117,Image,,collections:knoxgardens,https://ontology.lib.utk.edu/works#ImageWork,0012_000463_000216 | Film  84 | Slide 3 | knoxgardens:117 | record_spc_4491,,,,,,Iris,,"Glass slide of the Tennessee state flower, the iris",,,1930-1939,,,1930/1939,,,,,,,Mrs. A. C. Bruner donated this collection to the University of Tennessee. Creation dates were inferred from the dates associated with the archival collection and the activity dates of the Jim Thompson Company.,3 1/4 x 5 inches,,,,http://rightsstatements.org/vocab/CNE/1.0/,,Knoxville (Tenn.),"35.96064, -83.92074",,,,"University of Tennessee, Knoxville. Libraries",,"University of Tennessee, Knoxville. Special Collections","Knoxville Gardens Slides, MS.1324",http://id.loc.gov/authorities/subjects/sh85101348 | http://id.loc.gov/authorities/subjects/sh85053123 | http://id.loc.gov/authorities/subjects/sh85068079 | http://id.loc.gov/authorities/subjects/sh2008120720,,http://vocab.getty.edu/aat/300134977,http://id.loc.gov/vocabulary/resourceTypes/img,,,,https://n2t.net/ark:/87290/v88w3bgf,Unknown,,,,
knoxgardens:122,Image,,collections:knoxgardens,https://ontology.lib.utk.edu/works#ImageWork,0012_000463_000222 | Film  45 | Slide 9 | knoxgardens:122 | record_spc_4497,,,,,,Typical stream,,Glass slide of a small waterfall at a stream.,,http://id.loc.gov/authorities/names/no2018075078,1927-1935,,,1930/1939,,,,,,,Mrs. A. C. Bruner donated this collection to the University of Tennessee. Creation dates were inferred from the dates associated with the archival collection and the activity dates of the Jim Thompson Company.,3 1/4 x 5 inches,,,,http://rightsstatements.org/vocab/InC/1.0/,,Great Smoky Mountains,"35.58343, -83.50822",,,,"University of Tennessee, Knoxville. Libraries",,"University of Tennessee, Knoxville. Special Collections","Knoxville Gardens Slides, MS.1324",http://id.loc.gov/authorities/subjects/sh85090290 | http://id.loc.gov/authorities/subjects/sh85003734 | http://id.loc.gov/authorities/subjects/sh85057008,,http://vocab.getty.edu/aat/300134977,http://id.loc.gov/vocabulary/resourceTypes/img,,,,https://n2t.net/ark:/87290/v88w3bgf,,,,,
knoxgardens:183,Image,,collections:knoxgardens,https://ontology.lib.utk.edu/works#ImageWork,0012_000463_000288 | Film  77 | Slide 75 | knoxgardens:183 | record_spc_4558,,,,,,Clematis flowers in August,Aug.,Glass slide photo of clematis flowers.,,,1930-1939,,,1930/1939,,,,,,,Mrs. A. C. Bruner donated this collection to the University of Tennessee. Creation dates were inferred from the dates associated with the archival collection and the activity dates of the Jim Thompson Company.,3 1/4 x 5 inches,,,,http://rightsstatements.org/vocab/CNE/1.0/,,Knoxville (Tenn.),"35.96064, -83.92074",,,,"University of Tennessee, Knoxville. Libraries",,"University of Tennessee, Knoxville. Special Collections","Knoxville Gardens Slides, MS.1324",http://id.loc.gov/authorities/subjects/sh85101348 | http://id.loc.gov/authorities/subjects/sh85053123 | http://id.loc.gov/authorities/subjects/sh85103022 | http://id.loc.gov/authorities/subjects/sh2008120720 | http://id.loc.gov/authorities/subjects/sh85026933,,http://vocab.getty.edu/aat/300134977,http://id.loc.gov/vocabulary/resourceTypes/img,,,,https://n2t.net/ark:/87290/v88w3bgf,Unknown,,,,
knoxgardens:136,Image,,collections:knoxgardens,https://ontology.lib.utk.edu/works#ImageWork,0012_000463_000236 | Film  27 | Slide 23 | knoxgardens:136 | record_spc_4511,,,,,,Mrs. Morton's Dogwood trees,Mrs. B. A. Morton,Glass slide photo of Dogwood trees.,,http://id.loc.gov/authorities/names/no2018075078,1927-1935,,,1930/1939,,,,,,,Mrs. A. C. Bruner donated this collection to the University of Tennessee. Creation dates were inferred from the dates associated with the archival collection and the activity dates of the Jim Thompson Company.,3 1/4 x 5 inches,,,,http://rightsstatements.org/vocab/InC/1.0/,,Knoxville (Tenn.),"35.96064, -83.92074",,,,"University of Tennessee, Knoxville. Libraries",,"University of Tennessee, Knoxville. Special Collections","Knoxville Gardens Slides, MS.1324",http://id.loc.gov/authorities/subjects/sh85101348 | http://id.loc.gov/authorities/subjects/sh85053123 | http://id.loc.gov/authorities/subjects/sh85103022 | http://id.loc.gov/authorities/subjects/sh85038828,,http://vocab.getty.edu/aat/300134977,http://id.loc.gov/vocabulary/resourceTypes/img,,,,https://n2t.net/ark:/87290/v88w3bgf,,,,,
knoxgardens:191,Image,,collections:knoxgardens,https://ontology.lib.utk.edu/works#ImageWork,0012_000463_000296 | Film  59 | Slide 83 | knoxgardens:191 | record_spc_4566,,,,,,Christmas wreath for dining room,,Glass slide photo of wreath.,,,1930-1939,,,1930/1939,,,,,,,Mrs. A. C. Bruner donated this collection to the University of Tennessee. Creation dates were inferred from the dates associated with the archival collection and the activity dates of the Jim Thompson Company.,3 1/4 x 5 inches,,,,http://rightsstatements.org/vocab/CNE/1.0/,,Knoxville (Tenn.),"35.96064, -83.92074",,,,"University of Tennessee, Knoxville. Libraries",,"University of Tennessee, Knoxville. Special Collections","Knoxville Gardens Slides, MS.1324",http://id.loc.gov/authorities/subjects/sh85148599 | http://id.loc.gov/authorities/subjects/sh85025309,,http://vocab.getty.edu/aat/300134977,http://id.loc.gov/vocabulary/resourceTypes/img,,,,https://n2t.net/ark:/87290/v88w3bgf,Unknown,,,,
knoxgardens:159,Image,,collections:knoxgardens,https://ontology.lib.utk.edu/works#ImageWork,0012_000463_000262 | Film  61 | Slide 49 | knoxgardens:159 | record_spc_4487,,,,,,View in Lida (McClung) Ross' garden,March (Ross),"Glass photo slide of garden patio in March. Eliza ""Lida"" Mills McClung (1882-1968) was born to Calvin Morgan and Annie (McGhee) McClung in Tennessee. She married William Cary Ross (1879-1956) on December 2, 1902 and the couple lived at 4155 Lyons View Pike, where Lida maintained the garden shown above.",,http://id.loc.gov/authorities/names/no2018075078,1927-1935,,,1927/1935,,,,,,,Mrs. A. C. Bruner donated this collection to the University of Tennessee. Creation dates were inferred from the dates associated with the archival collection and the activity dates of the Jim Thompson Company.,3 1/4 x 5 inches,,,,http://rightsstatements.org/vocab/InC/1.0/,,Knoxville (Tenn.),"35.96064, -83.92074",,,,"University of Tennessee, Knoxville. Libraries",,"University of Tennessee, Knoxville. Special Collections","Knoxville Gardens Slides, MS.1324",http://id.loc.gov/authorities/subjects/sh85101348 | http://id.loc.gov/authorities/subjects/sh85053123 | http://id.loc.gov/authorities/subjects/sh85035383 | http://id.loc.gov/authorities/subjects/sh85098713,,http://vocab.getty.edu/aat/300134977,http://id.loc.gov/vocabulary/resourceTypes/img,,,,https://n2t.net/ark:/87290/v88w3bgf,,,,,
knoxgardens:129,Image,,collections:knoxgardens,https://ontology.lib.utk.edu/works#ImageWork,0012_000463_000229 | Film  81 | Slide 16 | knoxgardens:129 | record_spc_4504,,,,,,Flame Azalea,,Glass slide of Flame Azalea flowers.,,http://id.loc.gov/authorities/names/no2018075078,1927-1935,,,1930/1939,,,,,,,Mrs. A. C. Bruner donated this collection to the University of Tennessee. Creation dates were inferred from the dates associated with the archival collection and the activity dates of the Jim Thompson Company.,3 1/4 x 5 inches,,,,http://rightsstatements.org/vocab/InC/1.0/,,Knoxville (Tenn.),"35.96064, -83.92074",,,,"University of Tennessee, Knoxville. Libraries",,"University of Tennessee, Knoxville. Special Collections","Knoxville Gardens Slides, MS.1324",http://id.loc.gov/authorities/subjects/sh85101348 | http://id.loc.gov/authorities/subjects/sh85053123 | http://id.loc.gov/authorities/subjects/sh85010626 | http://id.loc.gov/authorities/subjects/sh85113765,,http://vocab.getty.edu/aat/300134977,http://id.loc.gov/vocabulary/resourceTypes/img,,,,https://n2t.net/ark:/87290/v88w3bgf,,,,,
knoxgardens:211,Image,,collections:knoxgardens,https://ontology.lib.utk.edu/works#ImageWork,0012_000463_000317 | Film  14 | Slide 104 | knoxgardens:211 | record_spc_4586,,,,,,View of Alice Ijams's garden,Mrs. H. P. Ijams,Glass slide photo of lily pad pond.,,,1930-1939,,,1930/1939,,,,,,,Mrs. A. C. Bruner donated this collection to the University of Tennessee. Creation dates were inferred from the dates associated with the archival collection and the activity dates of the Jim Thompson Company.,3 1/4 x 5 inches,,,,http://rightsstatements.org/vocab/CNE/1.0/,,Knoxville (Tenn.),"35.96064, -83.92074",,,,"University of Tennessee, Knoxville. Libraries",,"University of Tennessee, Knoxville. Special Collections","Knoxville Gardens Slides, MS.1324",http://id.loc.gov/authorities/subjects/sh85101348 | http://id.loc.gov/authorities/subjects/sh85053123 | http://id.loc.gov/authorities/subjects/sh85103022 | http://id.loc.gov/authorities/subjects/sh85145559 | http://id.loc.gov/authorities/subjects/sh85145576,,http://vocab.getty.edu/aat/300134977,http://id.loc.gov/vocabulary/resourceTypes/img,,,,https://n2t.net/ark:/87290/v88w3bgf,Unknown,,,,
knoxgardens:200,Image,,collections:knoxgardens,https://ontology.lib.utk.edu/works#ImageWork,0012_000463_000305 | Film  49 | Slide 92 | knoxgardens:200 | record_spc_4476,,,,,,View in Jane (Johnston) Saunders's garden,Mrs. E. M. Saunders,"Jane Jaques Johnston (1876-1950) was born to John Yates and Susan (Ayres) Johnston in Tennessee. She married Ebenezer Hepburn Saunders on October 24, 1901 and the couple lived at 421 West Main Street, where Jane maintained this garden.",,http://id.loc.gov/authorities/names/no2018075078,1927-1935,,,1927/1935,,,,,,,Mrs. A. C. Bruner donated this collection to the University of Tennessee. Creation dates were inferred from the dates associated with the archival collection and the activity dates of the Jim Thompson Company.,3 1/4 x 5 inches,,,,http://rightsstatements.org/vocab/InC/1.0/,,Knoxville (Tenn.),"35.96064, -83.92074",,,,"University of Tennessee, Knoxville. Libraries",,"University of Tennessee, Knoxville. Special Collections","Knoxville Gardens Slides, MS.1324",http://id.loc.gov/authorities/subjects/sh85101348 | http://id.loc.gov/authorities/subjects/sh85053123 | http://id.loc.gov/authorities/subjects/sh85133887,,http://vocab.getty.edu/aat/300134977,http://id.loc.gov/vocabulary/resourceTypes/img,,,,https://n2t.net/ark:/87290/v88w3bgf,,,,,
knoxgardens:206,Image,,collections:knoxgardens,https://ontology.lib.utk.edu/works#ImageWork,0012_000463_000312 | Film 100 | Slide 99 | knoxgardens:206 | record_spc_4581,,,,,,Flowers in an unknown garden,Untitled,Glass slide photo small white flowers.,,,1930-1939,,,1930/1939,,,,,,,Mrs. A. C. Bruner donated this collection to the University of Tennessee. Creation dates were inferred from the dates associated with the archival collection and the activity dates of the Jim Thompson Company.,3 1/4 x 5 inches,,,,http://rightsstatements.org/vocab/CNE/1.0/,,Knoxville (Tenn.),"35.96064, -83.92074",,,,"University of Tennessee, Knoxville. Libraries",,"University of Tennessee, Knoxville. Special Collections","Knoxville Gardens Slides, MS.1324",http://id.loc.gov/authorities/subjects/sh85101348 | http://id.loc.gov/authorities/subjects/sh85053123 | http://id.loc.gov/authorities/subjects/sh2008120720 | http://id.loc.gov/authorities/subjects/sh85103022,,http://vocab.getty.edu/aat/300134977,http://id.loc.gov/vocabulary/resourceTypes/img,,,,https://n2t.net/ark:/87290/v88w3bgf,Unknown,,,,
knoxgardens:142,Image,,collections:knoxgardens,https://ontology.lib.utk.edu/works#ImageWork,0012_000463_000243 | Film  18 | Slide 30 | knoxgardens:142 | record_spc_4482,,,,,,View in Lesty Ins Watte's garden,William Lester,View in William Lester's garden and patio. This home may have been located on Broadway.,,http://id.loc.gov/authorities/names/no2018075078,1927-1935,,,1927/1935,,,,,,,Mrs. A. C. Bruner donated this collection to the University of Tennessee. Creation dates were inferred from the dates associated with the archival collection and the activity dates of the Jim Thompson Company.,3 1/4 x 5 inches,,,,http://rightsstatements.org/vocab/InC/1.0/,,Knoxville (Tenn.),"35.96064, -83.92074",,,,"University of Tennessee, Knoxville. Libraries",,"University of Tennessee, Knoxville. Special Collections","Knoxville Gardens Slides, MS.1324",http://id.loc.gov/authorities/subjects/sh85101348 | http://id.loc.gov/authorities/subjects/sh85053123 | http://id.loc.gov/authorities/subjects/sh2008009411,,http://vocab.getty.edu/aat/300134977,http://id.loc.gov/vocabulary/resourceTypes/img,,,,https://n2t.net/ark:/87290/v88w3bgf,,,,,
knoxgardens:163,Image,,collections:knoxgardens,https://ontology.lib.utk.edu/works#ImageWork,0012_000463_000268 | Film  73 | Slide 55 | knoxgardens:163 | record_spc_4538,,,,,,View of unknown garden,October,Glass slide of a flowerbed,,,1930-1939,,,1930/1939,,,,,,,Mrs. A. C. Bruner donated this collection to the University of Tennessee. Creation dates were inferred from the dates associated with the archival collection and the activity dates of the Jim Thompson Company.,3 1/4 x 5 inches,,,,http://rightsstatements.org/vocab/CNE/1.0/,,Knoxville (Tenn.),"35.96064, -83.92074",,,,"University of Tennessee, Knoxville. Libraries",,"University of Tennessee, Knoxville. Special Collections","Knoxville Gardens Slides, MS.1324",http://id.loc.gov/authorities/subjects/sh85101348 | http://id.loc.gov/authorities/subjects/sh85053123 | http://id.loc.gov/authorities/subjects/sh85103022,,http://vocab.getty.edu/aat/300134977,http://id.loc.gov/vocabulary/resourceTypes/img,,,,https://n2t.net/ark:/87290/v88w3bgf,Unknown,,,,
knoxgardens:167,Image,,collections:knoxgardens,https://ontology.lib.utk.edu/works#ImageWork,0012_000463_000272 | Film  99 | Slide 59 | knoxgardens:167 | record_spc_4542,,,,,,View of unknown garden,March,Glass slide photo of pink-flowering trees.,,,1930-1939,,,1930/1939,,,,,,,Mrs. A. C. Bruner donated this collection to the University of Tennessee. Creation dates were inferred from the dates associated with the archival collection and the activity dates of the Jim Thompson Company.,3 1/4 x 5 inches,,,,http://rightsstatements.org/vocab/CNE/1.0/,,Knoxville (Tenn.),"35.96064, -83.92074",,,,"University of Tennessee, Knoxville. Libraries",,"University of Tennessee, Knoxville. Special Collections","Knoxville Gardens Slides, MS.1324",http://id.loc.gov/authorities/subjects/sh85101348 | http://id.loc.gov/authorities/subjects/sh85053123 | http://id.loc.gov/authorities/subjects/sh85049328 | http://id.loc.gov/authorities/subjects/sh85112106 | http://id.loc.gov/authorities/subjects/sh85035383,,http://vocab.getty.edu/aat/300134977,http://id.loc.gov/vocabulary/resourceTypes/img,,,,https://n2t.net/ark:/87290/v88w3bgf,Unknown,,,,
knoxgardens:186,Image,,collections:knoxgardens,https://ontology.lib.utk.edu/works#ImageWork,0012_000463_000291 | Film  71 | Slide 78 | knoxgardens:186 | record_spc_4561,,,,,,Berries in an unknown garden,Sept.,Close up photo of red berries on bushes.,,,1930-1939,,,1930/1939,,,,,,,Mrs. A. C. Bruner donated this collection to the University of Tennessee. Creation dates were inferred from the dates associated with the archival collection and the activity dates of the Jim Thompson Company.,3 1/4 x 5 inches,,,,http://rightsstatements.org/vocab/CNE/1.0/,,Knoxville (Tenn.),"35.96064, -83.92074",,,,"University of Tennessee, Knoxville. Libraries",,"University of Tennessee, Knoxville. Special Collections","Knoxville Gardens Slides, MS.1324",http://id.loc.gov/authorities/subjects/sh85101348 | http://id.loc.gov/authorities/subjects/sh85053123 | http://id.loc.gov/authorities/subjects/sh85103022,,http://vocab.getty.edu/aat/300134977,http://id.loc.gov/vocabulary/resourceTypes/img,,,,https://n2t.net/ark:/87290/v88w3bgf,Unknown,,,,
knoxgardens:150,Image,,collections:knoxgardens,https://ontology.lib.utk.edu/works#ImageWork,0012_000463_000252 | Film  31 | Slide 39 | knoxgardens:150 | record_spc_4480,,,,,,Path in Nell (Jenkins) Prosser's garden,Mrs. Brown Prosser,Nell S. Jenkins married Knoxville merchandise broker Brown Prosser in 1924. She maintained the garden shown here at their home on Prosser Road.,,http://id.loc.gov/authorities/names/no2018075078,1927-1935,,,1927/1935,,,,,,,Mrs. A. C. Bruner donated this collection to the University of Tennessee. Creation dates were inferred from the dates associated with the archival collection and the activity dates of the Jim Thompson Company.,3 1/4 x 5 inches,,,,http://rightsstatements.org/vocab/InC/1.0/,,Knoxville (Tenn.),"35.96064, -83.92074",,,,"University of Tennessee, Knoxville. Libraries",,"University of Tennessee, Knoxville. Special Collections","Knoxville Gardens Slides, MS.1324",http://id.loc.gov/authorities/subjects/sh85101348 | http://id.loc.gov/authorities/subjects/sh85053123 | http://id.loc.gov/authorities/subjects/sh85053084,,http://vocab.getty.edu/aat/300134977,http://id.loc.gov/vocabulary/resourceTypes/img,,,,https://n2t.net/ark:/87290/v88w3bgf,,,,,
knoxgardens:196,Image,,collections:knoxgardens,https://ontology.lib.utk.edu/works#ImageWork,0012_000463_000301 | Film  12 | Slide 88 | knoxgardens:196 | record_spc_4571,,,,,,View of Mrs. Harris's garden,Mrs. Alex. Harris,Glass slide photo of dog and birdbath in flower garden.,,,1930-1939,,,1930/1939,,,,,,,Mrs. A. C. Bruner donated this collection to the University of Tennessee. Creation dates were inferred from the dates associated with the archival collection and the activity dates of the Jim Thompson Company.,3 1/4 x 5 inches,,,,http://rightsstatements.org/vocab/CNE/1.0/,,Knoxville (Tenn.),"35.96064, -83.92074",,,,"University of Tennessee, Knoxville. Libraries",,"University of Tennessee, Knoxville. Special Collections","Knoxville Gardens Slides, MS.1324",http://id.loc.gov/authorities/subjects/sh85101348 | http://id.loc.gov/authorities/subjects/sh85053123 | http://id.loc.gov/authorities/subjects/sh85103022 | http://id.loc.gov/authorities/subjects/sh85038796,,http://vocab.getty.edu/aat/300134977,http://id.loc.gov/vocabulary/resourceTypes/img,,,,https://n2t.net/ark:/87290/v88w3bgf,Unknown,,,,
knoxgardens:133,Image,,collections:knoxgardens,https://ontology.lib.utk.edu/works#ImageWork,0012_000463_000233 | Film  11 | Slide 20 | knoxgardens:133 | record_spc_4508,,,,,,Mrs. Hazz's Dogwoods,"Mrs. Will Hazz, Dogwood",Glass slide of Dogwoods in a garden.,,http://id.loc.gov/authorities/names/no2018075078,1927-1935,,,1930/1939,,,,,,,Mrs. A. C. Bruner donated this collection to the University of Tennessee. Creation dates were inferred from the dates associated with the archival collection and the activity dates of the Jim Thompson Company.,3 1/4 x 5 inches,,,,http://rightsstatements.org/vocab/InC/1.0/,,Knoxville (Tenn.),"35.96064, -83.92074",,,,"University of Tennessee, Knoxville. Libraries",,"University of Tennessee, Knoxville. Special Collections","Knoxville Gardens Slides, MS.1324",http://id.loc.gov/authorities/subjects/sh85101348 | http://id.loc.gov/authorities/subjects/sh85053123 | http://id.loc.gov/authorities/subjects/sh85103022 | http://id.loc.gov/authorities/subjects/sh85038828 | http://id.loc.gov/authorities/subjects/sh85137269,,http://vocab.getty.edu/aat/300134977,http://id.loc.gov/vocabulary/resourceTypes/img,,,,https://n2t.net/ark:/87290/v88w3bgf,,,,,
knoxgardens:143,Image,,collections:knoxgardens,https://ontology.lib.utk.edu/works#ImageWork,0012_000463_000244 | Film  48 | Slide 31 | knoxgardens:143 | record_spc_4518,,,,,,View of Mrs. Sanford's garden,Mrs. A. F. Sanford,Glass slide photo of garden stone wall and gate.,,http://id.loc.gov/authorities/names/no2018075078,1927-1935,,,1930/1939,,,,,,,Mrs. A. C. Bruner donated this collection to the University of Tennessee. Creation dates were inferred from the dates associated with the archival collection and the activity dates of the Jim Thompson Company.,3 1/4 x 5 inches,,,,http://rightsstatements.org/vocab/InC/1.0/,,Knoxville (Tenn.),"35.96064, -83.92074",,,,"University of Tennessee, Knoxville. Libraries",,"University of Tennessee, Knoxville. Special Collections","Knoxville Gardens Slides, MS.1324",http://id.loc.gov/authorities/subjects/sh85101348 | http://id.loc.gov/authorities/subjects/sh85053123 | http://id.loc.gov/authorities/subjects/sh85053505,,http://vocab.getty.edu/aat/300134977,http://id.loc.gov/vocabulary/resourceTypes/img,,,,https://n2t.net/ark:/87290/v88w3bgf,,,,,
knoxgardens:198,Image,,collections:knoxgardens,https://ontology.lib.utk.edu/works#ImageWork,0012_000463_000303 | Film  16 | Slide 90 | knoxgardens:198 | record_spc_4573,,,,,,View of Mrs. Jones's garden,Mrs. J B Jones,Glass slide photo of garden pond.,,,1930-1939,,,1930/1939,,,,,,,Mrs. A. C. Bruner donated this collection to the University of Tennessee. Creation dates were inferred from the dates associated with the archival collection and the activity dates of the Jim Thompson Company.,3 1/4 x 5 inches,,,,http://rightsstatements.org/vocab/CNE/1.0/,,Knoxville (Tenn.),"35.96064, -83.92074",,,,"University of Tennessee, Knoxville. Libraries",,"University of Tennessee, Knoxville. Special Collections","Knoxville Gardens Slides, MS.1324",http://id.loc.gov/authorities/subjects/sh85101348 | http://id.loc.gov/authorities/subjects/sh85053123 | http://id.loc.gov/authorities/subjects/sh85103022 | http://id.loc.gov/authorities/subjects/sh85145559,,http://vocab.getty.edu/aat/300134977,http://id.loc.gov/vocabulary/resourceTypes/img,,,,https://n2t.net/ark:/87290/v88w3bgf,Unknown,,,,
knoxgardens:144,Image,,collections:knoxgardens,https://ontology.lib.utk.edu/works#ImageWork,0012_000463_000246 | Film  57 | Slide 33 | knoxgardens:144 | record_spc_4519,,,,,,View of Mrs. Williams's garden,"Williams, Mrs. Frank",Glass slide photos of gardens.,,,1930-1939,,,1930/1939,,,,,,,Mrs. A. C. Bruner donated this collection to the University of Tennessee. Creation dates were inferred from the dates associated with the archival collection and the activity dates of the Jim Thompson Company.,3 1/4 x 5 inches,,,,http://rightsstatements.org/vocab/CNE/1.0/,,Knoxville (Tenn.),"35.96064, -83.92074",,,,"University of Tennessee, Knoxville. Libraries",,"University of Tennessee, Knoxville. Special Collections","Knoxville Gardens Slides, MS.1324",http://id.loc.gov/authorities/subjects/sh85101348 | http://id.loc.gov/authorities/subjects/sh85053123 | http://id.loc.gov/authorities/subjects/sh85103022,,http://vocab.getty.edu/aat/300134977,http://id.loc.gov/vocabulary/resourceTypes/img,,,,https://n2t.net/ark:/87290/v88w3bgf,Unknown,,,,
knoxgardens:179,Image,,collections:knoxgardens,https://ontology.lib.utk.edu/works#ImageWork,0012_000463_000284 | Film  67 | Slide 71 | knoxgardens:179 | record_spc_4554,,,,,,Flowers in an unknown garden,Aug.,Close-up photo of fuchsia-colored flowers .,,,1930-1939,,,1930/1939,,,,,,,Mrs. A. C. Bruner donated this collection to the University of Tennessee. Creation dates were inferred from the dates associated with the archival collection and the activity dates of the Jim Thompson Company.,3 1/4 x 5 inches,,,,http://rightsstatements.org/vocab/CNE/1.0/,,Knoxville (Tenn.),"35.96064, -83.92074",,,,"University of Tennessee, Knoxville. Libraries",,"University of Tennessee, Knoxville. Special Collections","Knoxville Gardens Slides, MS.1324",http://id.loc.gov/authorities/subjects/sh85101348 | http://id.loc.gov/authorities/subjects/sh85053123 | http://id.loc.gov/authorities/subjects/sh85103022 | http://id.loc.gov/authorities/subjects/sh2008120720,,http://vocab.getty.edu/aat/300134977,http://id.loc.gov/vocabulary/resourceTypes/img,,,,https://n2t.net/ark:/87290/v88w3bgf,Unknown,,,,
knoxgardens:132,Image,,collections:knoxgardens,https://ontology.lib.utk.edu/works#ImageWork,0012_000463_000232 | Film  80 | Slide 19 | knoxgardens:132 | record_spc_4507,,,,,,Mountain ferns,,Glass slide of mountain fern plants.,,http://id.loc.gov/authorities/names/no2018075078,1927-1935,,,1930/1939,,,,,,,Mrs. A. C. Bruner donated this collection to the University of Tennessee. Creation dates were inferred from the dates associated with the archival collection and the activity dates of the Jim Thompson Company.,3 1/4 x 5 inches,,,,http://rightsstatements.org/vocab/InC/1.0/,,Knoxville (Tenn.),"35.96064, -83.92074",,,,"University of Tennessee, Knoxville. Libraries",,"University of Tennessee, Knoxville. Special Collections","Knoxville Gardens Slides, MS.1324",http://id.loc.gov/authorities/subjects/sh85101348 | http://id.loc.gov/authorities/subjects/sh85053123 | http://id.loc.gov/authorities/subjects/sh85047836,,http://vocab.getty.edu/aat/300134977,http://id.loc.gov/vocabulary/resourceTypes/img,,,,https://n2t.net/ark:/87290/v88w3bgf,,,,,
